,Name,Address,City,State,Website
487,Cooperage Brewing Co,981-G Airway Ct 95403,Santa Rosa,CA,http://www.cooperagebrewing.com/
488,Coronado Brewing Co,170 Orange Ave 92118,Coronado,CA,http://www.coronadobrewingcompany.com/
489,Coronado Brewing Co,1205 Knoxville St 92110,San Diego,CA,http://www.coronadobrewingcompany.com/
490,Corralitos Brewing Co,2536 Freedom Blvd 95076,Watsonville,CA,http://www.corralitosbrewingco.com/
491,Cosmic Brewery,20316 Gramercy Place 90501,Torrance,CA,https://www.cosmicbrewery.com
492,Craft Brewing Co,530 Crane St - Suite C 92530,Lake Elsinore,CA,http://www.craftbrewingcompany.com/
493,Craftsman Brewing Co,1260 Lincoln Ave – Suite 100 91103,Pasadena,CA,http://www.craftsmanbrewing.com/
494,Creative Creature Brewing Co,110 N Magnolia Ave 92020,El Cajon,CA,http://www.creativecreaturebrewing.com
495,Crooked Goat Brewing Co,120 Morris St - Suite 120 95472,Sebastopol,CA,https://www.crookedgoatbrewing.com/
496,Crooked Lane Brewing Co,536 Grass Valley Hwy 95603,Auburn,CA,https://www.crookedlanebrewing.com
497,Crow and Wolf Brewing Co,527 Park Creek Dr 93611,Clovis,CA,http://www.cawbrewing.com
498,Crusader Brewing Co,5880 District Blvd - Suite 18 93313,Bakersfield,CA,http://www.crusaderbrewing.com
499,Culture Brewing Co,111 S  Cedros Ave  - #200 92075,Solona Beach,CA,http://www.culturebrewingco.com/
500,Culver Beer Co,2719 Loker Ave W - Suite D 92010,Carlsbad,CA,http://www.culverbeer.com/
501,Dancing Fox,27 E Locust St 95240,Lodi,CA,
502,Danville Brewing Co,200 Railroad Ave - Suite A 94526,Danville,CA,https://www.danvillebrewing.com
503,DarkHeart Brewing Co,4339 Auburn Blvd - Suite B 95841,Sacramento,CA,http://darkheartbrewing.com
504,Dead Oak Brewing Co,5925 Entrada Ave 93422,Atascadero,CA,http://www.facebook.com/deadoakbrewing
505,Deans Brothers Brewing Co,1006 S Hathaway St 92705,Santa Ana,CA,http://www.deansbros.com/
506,Death Valley Brewing Co,102 Old Spanish Trail Hwy 92389,Tecopa,CA,http://www.deathvalleybrewing.com/
507,Deft Brewing Co,5328 Banks St - Suite A 92110,San Diego,CA,http://www.deftbrewing.com
508,Del Cielo Brewing Co,701 Escobar St  Suite A 94553,Martinez,CA,http://www.delcielobrewing.com
509,Delta Borne Brewing Co,5444 Watt Ave N 95660,North Highlands,CA,http://www.facebook.com/DeltaBorneBrew
510,Den Smokehouse and Brewery,651 S Madera Ave 93630,Kerman,CA,http://www.thedenbrews.com
511,Desert Beer Co,77770 Country Club Dr - Suite D 92211,Palm Desert,CA,http://www.desertbeercompany.com
512,Device Brewing Co,8166-A 14th Ave 95826,Sacramento,CA,http://devicebrewing.com/
513,Devil’s Canyon Brewing,935 Washington St 94070,San Carlos,CA,http://www.devilscanyonbrewery.com/
514,Diamond Mountain Brewery (Diamond Mountain Casino & Hotel),900 Skyline Dr 96130,Susanville,CA,http://www.dmcah.com/brewery.php/
515,Dionysus Brewing Co,6201 Schirra Ct - Suite 13 93313,Bakersfield,CA,http://www.dionysusbrewing.com/
516,Discretion Brewing Co,2703-A 41st Ave 95073,Soquel,CA,http://www.discretionbrewing.com/
517,Division 23 Brewery,7408 Trade St 92121,San Diego,CA,http://www.division23brewing.com/#!/
518,Docent Brewing Co,33049 Calle Aviador - Suite C 92675,San Juan Capistrano,CA,http://www.docentbrewing.com
519,Dog Pawrk Brewing Co,27122 Paseo Espada  Suite A904 92675,San Juan Capistrano,CA,http://thedogpawrk.beer
520,Dogleg Brewing Co,1347 Keystone Way - Suite A 92081,Vista,CA,http://www.doglegbrewingco.com
521,Dos Desperados Brewery,1241 Linda Vista Dr 92078,San Marcos,CA,http://dosdesperadosbrew.com/
522,Double Peak Brewing Co,1801 Diamond St  Suite 101 92078,San Marcos,CA,http://doublepeakbrewing.com
523,Downtown Joe’s Brewery & Restaurant,902 Main St 94559,Napa,CA,http://www.downtownjoes.com/
524,Dragons Tale Brewery,8920 Vernon Ave - Suite 122 91763,Montclair,CA,https://www.dragonstalebrewery.com
525,Drake’s Brewing,1933 Davis - Suite 177 94577,San Leandro,CA,http://www.drinkdrakes.com/
526,Draughtsmen Aleworks,53 Santa Felicia Dr 93117,Goleta,CA,http://www.draughtsmenaleworks.com/
527,Dry River Brewing Co,671 S Anderson St 90023,Los Angeles,CA,http://www.dryriverbrewing.com/
528,Duck Foot Brewing Co,8920 Kenamar Dr Suite 210 92121,San Diego,CA,http://www.duckfootbeer.com/
529,Dudes Brewing Co,1840 W 208th St 90501,Torrance,CA,http://www.thedudesbrew.com/
530,Dueling Dogs Brewing Co,3030 Bartlett Park Ln 95648,Lincoln,CA,http://www.duelingdogsbrewing.com/
531,Dueling Ducks Brewing Co,3150 E La Palma Ave 92806,Anaheim,CA,http://www.duelingducksbrewing.com
532,Dunbar Brewing Co,2855 El Camino Real 93422,Atascadero,CA,http://www.facebook.com/Dunbar-Brewing-Atascadero-505409693330041/
533,Dunloe Brewing Co,1606 Olive Dr 95616,Davis,CA,http://www.donloebrewing.com
534,Dunsmuir Brewery Works,5701 Dunsmuir Ave 96025,Dunsmuir,CA,http://www.dunsmuirbreweryworks.com/
535,Dust Bowl Brewing Co,3000 Fulkerth Rd 95380,Turlock,CA,https://www.dustbowlbrewing.com
536,E. J. Phair Brewing Co,300 Cumberland St 94565,Pittsburg,CA,http://www.ejphair.com/
537,E.J. Phair Brewing Co,225 Alamo Plaza - Suite B 94507,Alamo,CA,http://www.ejphair.com/copy-of-pittsburg-brewery-pizzeria
538,Eagle Rock Brewing Co,3056 Roswell St 90065,Los Angeles,CA,http://eaglerockbrewery.com/
539,Earth and Fire Brewing Co,825 Riverside Ave - #1 93446,Paso Robles,CA,https://www.earthandfirebrew
540,East Brother Beer Co,1001 Canal Blvd 94804,Richmond,CA,https://www.eastbrotherbeer.com
541,Ebullition Brew Works,2449 Cades Way - Suite D 92081,Vista,CA,http://www.ebullitionbrew.com
542,Eckert Malting & Brewing Co,2280 Ivy St 95928,Chico,CA,http://eckertmaltingandbrewing.com/
543,Eel River Brewing Co,600-K Bridge St 95565,Scotia,CA,https://www.eelriverbrewing.com/
544,Eel River Brewing Co,1777 Alamar Way 95540,Fortuna,CA,http://www.eelriverbrewing.com/
545,Eight Bridges Brewing Co,332 Earhart Way 94551,Livermore,CA,http://eightbridgesbrewing.com/
546,El Segundo Brewing Co,140 Main St 90245,El Segundo,CA,http://www.elsegundobrewing.com/
547,El Toro Brewing Co,17370 Hill Rd 95037,Morgan Hill,CA,http://www.eltorobrewing.com/
548,El Toro Brewing Co,17605 Monterey St 95037,Morgan Hill,CA,http://www.eltorobrewing.com/
549,Electric Brewing Co,41537 Cherry St 92562,Murrieta,CA,http://www.electricbrewco.com/
550,Elevation 66 Brewing,10082 San Pablo Ave 94530,El Cerrito,CA,http://www.elevation66.com/
551,Enegren Brewing Co,680 Flinn Ave - #31 93021,Moorpark,CA,http://www.enegrenbrewing.com/
552,English Ales Brewery,223-A Reindollar Ave 93933,Marina,CA,http://www.englishalesbrewery.com/
553,Epidemic Ales,150 Mason Circle - Suite J 94520,Concord,CA,http://www.epidemicales.com/
554,Eppig Brewing Co,1347 Keystone Way  Suite C 92081,Vista,CA,http://www.eppigbrewing.com/vista-hq
555,Escape Craft Brewery,721 Nevada St - #401 92373,Redlands,CA,http://www.escapecraftbrewery.com/
556,Etna Brewing Co,131 Callahan St 96027,Etna,CA,http://www.etnabrew.com/
557,Eureka Peak Brewing Co (Chalet View Lodge),72056 State Rt 70 96122,Portola,CA,http://www.chaletviewlodge.com/eureka-peak-br/
558,Euryale Brewing Co,2060 Chicago Ave - Suite A17 92507,Riverside,CA,http://www.facebook.com/euryalebrewing/
559,Evans Brewing Co,2000 Main St 92614,Irvine,CA,http://www.evanslager.com/index.php/
560,Extralegal Brewing Co,544 Mary Ann Dr 90278,Redondo Beach,CA,http://www.extralegalbrewing.com
561,Faction Brewing Co,2501 Monarch St Unit - #200 94501,Alameda,CA,http://www.factionbrewing.com/
562,Fall Brewing Co,4542 30th St 92116,San Diego,CA,http://fallbrewing.com/
563,Fall River Brewing Co,24339 Hwy 89N 96013,Burney,CA,http://www.fallriverbrewing.com/
564,Fall River Brewing Co,4001 Eastside Rd 96001,Redding,CA,http://www.fallriverbrewing.com
565,Far Field Beer Co,4471 W Rosecrans Ave 90250,Lawndale,CA,http://farfieldbeer.square.site
566,Farmers Brewing Co,880 County Rd WW 95970,Princeton,CA,http://www.farmersbrewing.com
567,Faultline Brewing Co,1235 Oakmead Pky 96086,Sunnyvale,CA,http://www.faultlinebrewing.com/
568,Feather Falls Casino Brewing Co,3 Alverda Dr 95966,Oroville,CA,http://www.featherfallscasino.com/brewing-co/
569,Feather River Brewing Co,14665 Forest Ridge Rd 95954,Magalia,CA,http://www.featherriverbrewing.com/
570,Federation Brewing Co,420 3rd St - Unit A 94607,Oakland,CA,http://www.federationbrewing.com
571,Ferment. Drink. Repeat.,2636 San Bruno Ave 94134,San Francisco,CA,http://www.fermentdrinkrepeat.com/
572,Fieldwork Brewing Co,1160 Sixth St 94710,Berkeley,CA,http://fieldworkbrewing.com/
573,FiftyFifty Brewing Co,11197 Brockway Rd - Suite 1 96161,Truckee,CA,http://www.fiftyfiftybrewing.com/
574,Figueroa Mountain Brewing Co,45 Industrial Way 93427,Buellton,CA,http://www.figmtnbrew.com/
575,Figueroa Mountain Brewing Co,1462 E Grand Ave 93420,Arroyo Grande,CA,http://www.figmtnbrew.com/arroyogrande/
576,Figueroa Mountain Brewing Co,137 Anacapa St - Suite F 93101,Santa Barbara,CA,http://www.figmtnbrew.com/
577,Figueroa Mountain Brewing Co,30770 Russell Ranch Rd - Suites E/F 91362,Westlake Village,CA,http://www.figmtnbrew.com/westlakevillage/
578,Final Draft Brewing Co,1600 California St 96001,Redding,CA,http://www.finaldraftbrewingcompany.com
579,Firestone Walker Barrelworks (Duval Moortgat),620 McMurray Rd 93427,Buellton,CA,http://www.firestonewalker.com/barrelworks/
580,Firestone Walker Brewing Co (Duval Moortgat),1400 Ramada Dr 93446,Paso Robles,CA,http://www.firestonebeer.com/
581,Firestone Walker Brewing Co (Propagator Rest),3205 W Washington Blvd 90292,Marina Del Rey,CA,http://www.firestonebeer.com/visit/venice.php
582,Five Eye Brewing Co,1920 Foundry Ct - Unit B1 95307,Ceres,CA,http://www.fiveeyebrewing.com
583,Five Suits Brewing Co,2575 Pioneer Ave – Suite 104 92081,Vista,CA,http://fivesuits.com
584,Five Suns Brewing Co,626 Main St 94553,Martinez,CA,http://www.fivesunsbrewing.com/
585,Five Threads Brewing Co,31133 Via Colinas - #109 91362,Westlake Village,CA,http://www.fivethreadsbrewing.com/
586,Five Window Beer Co,9 W Locust St 95240,Lodi,CA,http://www.fivewindow.com
587,Flashpoint Brewing Co,7302 Autopark Dr 92648,Huntington Beach,CA,http://www.flashpointbrewingco.com
588,Flat Fish Brewing Co (Cantara Cellars Winery),126 N Wood Rd - Suite 104 93010,Camarillo,CA,http://flatfishbrewing.com/
589,Flatland Brewing Co,9183 Survey Rd - Suite 104 95624,Elk Grove,CA,http://www.flatlandbrewingco.com/
590,Flying Embers Brewing Co,1581 Industrial St 90021,Los Angeles,CA,http://www.flyingembers.com
591,Fogbelt Brewing Co,1305 Cleveland Ave 95401,Santa Rosa,CA,http://www.fogbeltbrewing.com/
592,Folsom Street Foundry,1425 Folsom St 94103,San Francisco,CA,http://www.folsomstreetfoundry.com/
593,Fort Point Beer Co,644 Old Mason St 94129,San Francisco,CA,http://www.fortpointbeer.com/
594,Fort Point Lower Haight – CLOSED 2022,701 Haight St 94117,San Francisco,CA,
595,Fort Rock Brewing Co,12401 Folsom Blvd - #110 95742,Rancho Cordova,CA,http://www.fortrockbrewing.com
596,Fountainhead Brewing Co,4621 24th St 95822,Sacramento,CA,http://www.fountainheadbrewingco.com/
597,Four Sons Brewing Co,18421 Gothard St - #100 92648,Huntington Beach,CA,http://www.foursonsbrewing.com/
598,Fourpenny House,8323 La Mesa Blvd 91942,La Mesa,CA,http://www.fourpennyhouse.com
599,Freewheel Brewing Co,3736 Florence St 94063,Redwood City,CA,http://www.freewheelbrewing.com/
600,FrogTown Brewery,2931 Gilroy St 90039,Los Angeles,CA,http://www.frogtownbrewery.com
601,Fruition Brewing Co,918 E Lake Ave 95076,Watsonville,CA,http://www.fruitionbrewing.com
602,Full Circle Brewing Co,620 F St 93706,Fresno,CA,http://www.fullcirclebrewing.com/
603,GameCraft Brewing Co,23301 Avenida de la Carlota 92653,Laguan Hills,CA,http://www.gamecraftbrewing.com
604,Garage Brewing Co,29095 Old Town Front St 92590,Temecula,CA,http://www.garagebrewpizza.com/
605,George Lopezs Ta Loco Brewing Co,21770  Del Amo Circle E 90503,Torrance,CA,http://www.thebrewshall.com
606,Ghost Town Brewing Co,1960 Adeline St 94607,Oakland,CA,http://www.ghosttownbrewing.com
607,Gilman Brewing Co,912 Gilman St 94710,Berkeley,CA,http://www.gilmanbrew.com
608,Goat House Brewing Co,600 Wise Rd 95648,Lincoln,CA,http://www.goathousebrewing.com/
609,Gold Hill Vineyard & Brewery,5660 Vineyard Ln 95667,Placerville,CA,http://www.goldhillvineyard.com/
610,Golden Gate Brewery Co (Bartlett Hall Food & Drink),242 OFarrell St 94102,San Francisco,CA,http://www.bartletthallsf.com/
611,Golden Road Brewing Co  (A-B InBev),5410 W San Fernando Rd W - North Atwater Village 90039,Los Angeles,CA,http://www.goldenroad.la/
612,Golden Road Brewing Co (AB-InBev),2210 E Orangewood Ave 92806,Anaheim,CA,http://goldenroad.la/anaheim
613,Golden State Brew and Grill,7560 Monterey Rd 95020,Gilroy,CA,http://www.goldenstatebrew-grill.business.site
614,Golden State Brewery,1252 Memorex Dr 95050,Santa Clara,CA,http://www.goldenstate.beer/
615,Good Beer Co,309 W 4th St 92701,Santa Ana,CA,http://www.thegoodbeerco.com/
616,Good Wolf Brewing Co,10990 Industrial Way - #B103 96161,Truckee,CA,http://www.thegoodwolfbrewing.com/
617,Gordon Biersch Brewery Restaurant (SPB Hospitality),145 S San Fernando Rd 91502,Burbank,CA,http://www.gordonbierschrestaurants.com/locations/california/burbank/burbank
618,Gordon Biersch Brewing Co,357 E Taylor St 95112,San Jose,CA,http://www.gordonbierschbrewing.com
619,Grass Valley Brewing Co,141 E Main St 95945,Grass Valley,CA,http://www.gvbrew.com
620,Gravity Heights Brewing Co,9920 Pacific Heights Blvd 92121,San Diego,CA,http://www.gravityheights.com
621,Great Change Brewing Co,4200 Resnick Court 93313,Bakersfield,CA,http://www.greatchangebrewing.com/
622,Greater Purpose Brewing Co,21517 East Cliff Dr 95062,Santa Cruz,CA,http://www.greaterpurposebrewing.com
623,Green Cheek Beer Co,2294 N Batavia St - C 92865,Orange,CA,http://www.greencheekbeer.com
624,Green Cheek Beer Co,2957 Randolph Ave  Unit B 92626,Costa Mesa,CA,http://www.greencheekbeer.com
625,Grillin & Chillin Alehouse Brewery,401 McCray St - Suite B24 95023,Hollister,CA,
626,Groundswell Brewing Co,10151 Prospect Ave 92071,Santee,CA,http://groundswellbrew.com/
627,Guadalupe Brewery (Carlsbad Brew Supply),5674 El Camino Real - Suite D 92008,Carlsbad,CA,http://www.carlsbadbrewsupply.com/
628,Gunwhale Ales,1501 Orangewood Ave  - Suite 101 92868,Orange,CA,http://www.gunwhaleales.com
629,Gunwhale Coastal Ales,2960 Randolph Ave 92626,Costa Mesa,CA,http://www.gunwhalealesCom
630,Gyppo Ale Mill,1661 Upper Pacific Dr 95589,Whitethorn,CA,http://gyppo.com
631,Half Door Brewing Co,903  Island Ave 92101,San Diego,CA,http://www.halfdoorbrewing.com/
632,Half Moon Bay Brewing Co,390 Capistrano Rd 94019,Half Moon Bay,CA,http://www.hmbbrewingco.com/
633,Hamilton Family Brewery,9757 7th St - #802 91730,Rancho Cucamonga,CA,http://www.hamiltonfamilybrewery.com/
634,Hand Brewed Beer Co,9771 Variel Ave 91311,Chatsworth,CA,https://www.handbrewedbeer.com/
635,Hand-Brewed Beer,9771 Variel Ave 91311,Los Angeles,CA,http://www.handbrewedbeer.com/
636,Hanger 24 Craft Brewery,1710 Sessums Dr 92374,Redlands,CA,http://www.hangar24brewery.com/
637,Hannegans House Beer Co. & Creamery,1535 Tidelands Ave - Suite C 91950,National City,CA,
638,Harland Brewing Co,3718 Paseo Place - Suite 1300 92130,San Diego,CA,http://harlandbeer.com
639,Harmonic Brewing Co,1050 26th St 94107,San Francisco,CA,http://www.harmonicbrewing.com/
640,Headlands Brewing Co,3420 Mt Diablo Blvd - Suite A 94549,Lafayette,CA,http://headlandsbrewing.com/beer-garden
641,Helia Brewing Co,1250 Keystone Way 92081,Vista,CA,http://heliabeer.com/
642,Helix Brewing Co,8101 Commercial St 91942,La Mesa,CA,http://www.drinkhelix.com/
643,Helmsman Ale House,2920 Newport Blvd 92663,Newport Beach,CA,http://www.helmsmanalehouse.com
644,HenHouse Brewing Co,322 Bellevue Ave 95407,Santa Rosa,CA,http://www.henhousebrewing.com/
645,Henson Brewing Co,2121 Kenmere Ave 91504,Burbank,CA,http://www.hensonbrewing.com
646,Heretic Brewing Co,1052 Horizon Dr - Suite B 94533,Fairfield,CA,http://www.hereticbrewing.com/
647,Hermitage Brewing Co,1627 South 7th St 95112,San Jose,CA,http://www.hermitagebrewing.com/
648,Hermosa Brewing Co,909 E El Segundo Blvd 90245,El Segundo,CA,http://www.hermosabrewingco.com
649,Heroes Restaurant & Brewery,3397 Mission Inn Ave 92501,Riverside,CA,http://heroesrestaurantandbrewery.com/
650,HiDef Brewing Co,1203 S Olive St 90015,Los Angeles,CA,http://www.hidefbrewing.com
651,High Water Brewing Co,1210 66th St - Unit B 95819,Sacramento,CA,http://www.highwaterbrewing.com
652,High Waters Brewing Co,927 Industrial Way - Suite A 95240,Lodi,CA,http://www.highwaterbrewing.com
653,Highland Park Brewery at the Hermosillo,5125 York Blvd 90042,Los Angeles,CA,http://www.facebook.com/HighlandParkBrewery/
654,Highland Park Brewing Co,1220 N Spring St 90012,Los Angeles,CA,http://www.hpb.la
655,Highpoint  Brewing Co,402 E Arrow Hwy - #12  91773,San Dimas,CA,http://www.highpointbrewco.com
656,Highway 1 Brewing Co,5720 Cabrillo Hwy 94060,Pescadero,CA,http://www.highway1brewing.com/
657,Hillcrest Brewing Co,1458 University Ave 92103,San Diego,CA,http://www.hillcrestbrewingcompany.com/
658,Hillenbrand Farmhaus Brewery,5100 Virginiatown Rd 95658,Newcastle,CA,http://www.hillenbrandbrewery.com
659,Hoi Polloi Brewpub / Beat Lounge,1763 Alcatraz Ave 94703,Berkeley,CA,http://www.facebook.com/hoipolloibrewpub/
660,Hollister Brewing Co,6980 Marketplace Dr - Camino Real Marketplace 93117,Goleta,CA,http://www.hollisterbrewco.com/
661,Homage Brewing Co,281 S Thomas St - #101 91766,Pomona,CA,http://www.homagebrewing.com
662,Home Brewing Co,2911 El Cajon Blvd - Space 2 92104,San Diego,CA,http://www.thehomebrewersd.com/
663,Hoobys Brewing Co,30613 Hoobyar Lane 95694,Winters,CA,http://www.hoobysbrew.com
664,Hop Dogma Brewing Co,30 Avenida Portola - #1B 94018,El Granada,CA,http://www.hopdogma.com/
665,Hop Forged Brewing Co,106 W 7th St 93230,Hanford,CA,http://www.hopforgedbrewing.com
666,Hop Heavy Brewing Co,2387 Whitetail Dr 94531,Antioch,CA,http://www.hopheavybrewingco.com/
667,Hop Secret Brewing Co,162 W Pomona Ave 91016,Monrovia,CA,http://www.hopsecretbrewing.com
668,Hopnonymous Brewing Co,7705 Convoy Court 92111,San Diego,CA,http://www.hopnonymousbrewing.com
669,Hoppy Brewing Co,2425 24th St - Suite B 95818,Sacramento,CA,http://hoppy.com/
670,HopSaint Brewing Co,5160 W 190th St 90503,Torrance,CA,http://www.hopsaint.com/
671,House of Pendragon Brewing Co,1864 Industrial Way - Suite 107 93657,Sanger,CA,http://www.hopbeer.com/
672,Humble Farmer Brewing Co,438 Walnut Ave 92250,Holtville,CA,http://www.humblefarmerbrewing.com/
673,Humble Sea Brewing Co,820 Swift St Suite A 85060,Santa Cruz,CA,http://humblesea.com
674,Humboldt Regeneration Brewery & Farm,2320-F Central Ave 95519,McKinleyville,CA,http://www.humboldtregeneration.com/
675,Humdinger Brewing Co,116 W Branch St - Suite C 93420,Arroyo Grande,CA,http://www.facebook.com/humdingerbrewing
676,Hunters Point Brewery (Speakeasy Ales & Lagers),1195 Evans Ave 94124,San Francisco,CA,http://www.goodbeer.com
677,Huntington Beach Beer Co,201 Main St - Suite E 92648,Huntington Beach,CA,http://www.hbbeerco.com/
678,HWY 50 Brewery,3544 Carson Rd 95709,Camino,CA,http://hwy50brewery.com
679,I & I Brewing Co,5135 Edison Ave 91710,Chino,CA,http://www.iandibrewing.com/
680,Idol Beer Works,100 S Sacramento St 95240,Lodi,CA,http://www.idolbeerworks.com
681,Idyllwild Brewpub,54423 Village Center Dr 92549,Idyllwild,CA,http://www.idyllwildbrewpub.com
682,Inc 82 Brewing Co,7370 San Ramon Rd 94568,Dublin,CA,http://inc82.com/
683,Incinerati Brewing Co,1450 Tollhouse Rd - # 105 93611,Clovis,CA,http://www.facebook.com/IncineratiBrewCo
684,Indian Wells Brewing Co,2565 N Hwy 14 93527,Inyokern,CA,http://www.mojave-red.com/
685,Indie Brewing Co,2301 E 7th St - Unit C-100 90023,Los Angeles,CA,http://www.indiebrew.com/
686,Inland Wharf Brewing Co,26440 Jefferson Ave - Suite A 92562,Murrieta,CA,http://www.inlandwharfbrewing.com
687,Innovation Brew Works  (Cal-Poly Univ. – Pomona),3650 W Temple Ave - Bldg 220A 91768,Pomona,CA,http://www.ibrewworks.com/
688,Institution Ale Co,3841 Mission Oaks Blvd 93012,Camarillo,CA,https://www.institutionales.com
689,Iron Fire Brewing Co,42095 Zevo Dr - #1 92590,Temecula,CA,http://www.ironfirebrewing.com/
690,Island Brewing Co,5049 Sixth St - BEHIND BLDG 93013,Carpinteria,CA,http://www.islandbrewingcompany.com/
691,Jack Russell Farm Brewery,2380 Larsen Dr 95709,Camino,CA,http://www.facebook.com/jackrussellfarmbrewery/timeline/
692,Jacked Up Brewery,800 W Grand Ave 92025,Escondido,CA,http://jackedupbrewery.com
693,Jackrabbit Brewing Co,1315 Terminal St 95691,West Sacramento,CA,http://www.jackrabbitbeer.com/
694,Jacks Brewing Co,39176 Argonault Way 94538,Fremont,CA,http://www.jacksbrewingcompany.com/
695,JP DasBrew,44356 S Grimmer Blvd 94538,Fremont,CA,http://www.dasbrewinc.com/
696,JT Schmid’s Restaurant and Brewery,2610 E Katella Blvd 92806,Anaheim,CA,http://www.jtschmidsrestaurants.com/
697,Julian Beer Co,2307 Main St 92036,Julian,CA,http://julianbeercompany.com
698,Junction Brewery & Grill,110 W American Canyon Rd Unit L8 94503,American Canyon,CA,http://www.junctionbreweryandgrill.com/
699,June Lake Brewing Co,131 S Crawford Ave 93529,June Lake,CA,http://www.junelakebrewing.com/
700,Jupiter,2181 Shattuck 94704,Berkeley,CA,http://www.Jupiterbeer.com/
701,K-Oz Restaurant & Brewery (Americania Hotel),121 7th St 94103,San Francisco,CA,https://www.kozrestaurantandbrewery.com/
702,Kairoa Brewing Co,4601 Park Blvd 92116,San Diego,CA,http://www.kairoa.com
703,Karl Strauss Brewing Co,2390 E Orangewood Ave 92806,Anaheim,CA,https://www.karlstrauss.com/visit/anaheim
704,Karl Strauss Brewing Co,901A S Coast Dr 92626,Costa Mesa,CA,http://www.karlstrauss.com/breweryrestaurants/costamesa.html/
705,Karl Strauss Brewing Co,40868 Winchester Rd 92591,Temecula,CA,http://www.karlstrauss.com/breweryrestaurants/temecula.html/
706,Karl Strauss Brewing Co,10448 Reserve Dr 92127,San Diego,CA,http://www.karlstrauss.com/breweryrestaurants/4sranch.html/
707,Karl Strauss Brewing Co,9675 Scranton Rd 92121,San Diego,CA,http://www.karlstrauss.com/breweryrestaurants/sorrentomesa.html/
708,Karl Strauss Brewing Co,5985 Santa Fe St 92109,San Diego,CA,http://www.karlstrauss.com/visit/tasting-room-beer-garden/
709,Karl Strauss Brewing Co,5801 Armada Dr 92008,Carlsbad,CA,http://www.karlstrauss.com/breweryrestaurants/carlsbad.html/
710,Karl Strauss Brewing Co,600 Wilshre Blvd 90017,Los Angeles,CA,https://www.karlstrauss.com
711,Karl Strauss Old Columbia,1157 Columbia 92101,San Diego,CA,http://www.karlstrauss.com/breweryrestaurants/downtown.html/
712,Kathrins Biergarten Brewery,4810 Granite Dr - Suite A-1 95677,Rocklin,CA,http://www.kathrinsbiergarten.com
713,Kaweah Brewing Co,1054 E Walnut Ave 93274,Tulare,CA,https://www.kaweahbrewing.com/
714,Kelly Brewing Co,70 E 4th St 95037,Morgan Hill,CA,http://kellybrewco.com
715,Kelsey Creek Brewing Co,3945 Main St 95451,Kelseyville,CA,http://www.kelseycreekbrewing.com/
716,Kensington Brewing Co,4067 Adams Ave 92116,San Diego,CA,http://kensingtonbrewco.com
717,Kern River Brewing Co,13415 Sierra Hwy 93238,Kernville,CA,http://www.kernriverbrewingcompany.com/
718,Ketch Brewing Co,7889 Ostrow St 92111,San Diego,CA,http://www.facebook.com/ketchbrewing
719,KiloKilo Brewing Co,3340 Ramada Dr - Suite C 93446,Paso Robles,CA,http://www.facebook.com/Kilokilo-Brewing-264258261131956
720,Kilowatt Brewing Co,7576 Clairemont Mesa Blvd 92111,San Diego,CA,http://www.kilowattbeer.com/
721,King Cong Brewing Co,1709 Del Paso Blvd 95815,Sacramento,CA,http://kingkongbrewing.com
722,King Harbor Brewing Co,2907 182nd St 90278,Redondo Beach,CA,http://www.kingharborbrewing.com/
723,Kings & Convicts Brewing Co,9550 Distribution Ave 92121,San Diego,CA,http://kingsandconvicts.com/location/miramar
724,Kings Brewing Co,8560 Vineyard Ave - Suite 301 91730,Rancho Cucamonga,CA,http://www.kingsbrewingco.com
725,Kitchen Sink Brewing Co,1710 Palmyrita Ave - Suite 11 92507,Riverside,CA,http://kitchensinkbrewingco.com
726,Knee Deep Brewing Co,13395-H New Airport Rd 95602,Auburn,CA,http://www.kneedeepbrewing.com/
727,Knotty Brewing Co,844 Market St 92101,San Diego,CA,https://www.knottybrewing.com
728,KnB Wine Cellars Brewery,6380 Del Cerro Blvd 92120,San Diego,CA,http://www.knbwinecellars.com/
729,La Jara Brewing Co,13423 Excelsior Dr 90650,Norwalk,CA,http://www.lajarabrewing.com
730,La Quinta Brewing Co,77917 Wildcat Dr 92211,Palm Desert,CA,http://www.laquintabrewing.com/
731,La Verne Brewing Co,2125 Wright Ave - Unit C-15 91750,La Verne,CA,http://www.lavernebrewingco.com/
732,Lab Brewing Co,30105 Agoura Rd 91301,Agoura Hills,CA,http://www.labbrewingco.com/
733,Ladyface Alehouse & Brasserie,29281 Agoura Rd 91301,Agoura Hills,CA,http://www.ladyfaceale.com/
734,Laguna Beach Beer Company @ RSM,29851 Aventura - Unit D 92688,Ranch Santa Margarita,CA,https://www.lagunabeer.com/rancho-santa-margarita.html
735,Laguna Beach Brewery & Grill,237 Ocean Ave 92651,Laguna Beach,CA,https://lagunabeachbrewery.net
736,Lagunitas Brewing Co (Heineken),1280 N McDowell Blvd 94954,Petaluma,CA,http://lagunitas.com/taproom/petaluma
737,Lake Bottom Brewery and Distillery,1017 Whitley Ave 93212,Corcoran,CA,http://lake-bottom.com
738,Lassen Ale Works at the Pioneer Saloon,724 Main St 96130,Susanville,CA,http://www.lassenaleworks.com/
739,Last Call Brewing Co,944 Shepard Ct - Suite C 95361,Oakdale,CA,http://www.lastcallbrewing.com/
740,Last Name Brewing Co,2120 Porterfield Way 91786,Upland,CA,https://lastnamebrewing.com
